,Unnamed: 0,prop_name,completion_year,rent,rent_type,region,district,property_type,rooms,parking,bathroom,size,furnished_rate,facilities_rate,count
3971,3971,M Centura,2021.0,1500,house,Kuala Lumpur,Sentul,Service Residence,3,2.0,2.0,850.0,2.0,14.0,140.0
3972,3972,Kuala Lumpur,,2000,room,Kuala Lumpur,KL City,Service Residence,1,1.0,1.0,500.0,2.0,7.0,1.0
3973,3973,The Hamilton,2020.0,2550,house,Kuala Lumpur,Wangsa Maju,Condominium,3,2.0,2.0,1000.0,2.0,9.0,17.0
3974,3974,"pangsapuri flat apartment cheras , sungai long",,800,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,650.0,1.0,3.0,1.0
3975,3975,Hartamas Regency II,2007.0,5800,house,Kuala Lumpur,Mont Kiara,Condominium,7,3.0,7.0,3488.0,1.0,11.0,6.0
3976,3976,Melur Apartment (Sentul),2006.0,1498,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1000.0,1.0,5.0,16.0
3977,3977,Kaleidoscope,,2500,house,Kuala Lumpur,Setiawangsa,Condominium,3,2.0,2.0,1200.0,1.0,13.0,11.0
3978,3978,Expressionz Professional Suites,2018.0,1800,room,Kuala Lumpur,KL City,Service Residence,1,,1.0,320.0,2.0,6.0,16.0
3979,3979,M City,2016.0,1700,room,Kuala Lumpur,KL City,Service Residence,1,1.0,1.0,530.0,2.0,11.0,44.0
3980,3980,Eco Sky,2018.0,1800,house,Kuala Lumpur,Jalan Ipoh,Service Residence,2,1.0,2.0,904.0,2.0,6.0,26.0
3981,3981,Sentul Point Suite Apartment,2020.0,1700,house,Kuala Lumpur,Sentul,Apartment,2,1.0,2.0,743.0,2.0,11.0,56.0
3982,3982,The Era,2021.0,850,room,Kuala Lumpur,Segambut,Service Residence,1,,1.0,890.0,2.0,8.0,29.0
3983,3983,Seksyen 1 Wangsa Maju,,1000,house,Kuala Lumpur,Wangsa Maju,Flat,2,,1.0,530.0,0.0,,1.0
3984,3984,222 Residency,2013.0,1200,house,Kuala Lumpur,Setapak,Condominium,2,1.0,2.0,999.0,1.0,11.0,5.0
3985,3985,Apartment Seri Ceria 1,,800,house,Kuala Lumpur,Sri Petaling,Apartment,4,,2.0,750.0,1.0,5.0,1.0
3986,3986,Platinum Hill PV 5,2006.0,1600,house,Kuala Lumpur,Setapak,Condominium,4,1.0,2.0,1272.0,2.0,13.0,13.0
3987,3987,KL Palace Court,2014.0,2200,house,Kuala Lumpur,Kuchai Lama,Condominium,3,,2.0,1328.0,2.0,11.0,4.0
3988,3988,The Hermington,2021.0,800,house,Kuala Lumpur,Kuchai Lama,Condominium,3,,2.0,1200.0,1.0,8.0,20.0
3989,3989,Prima Setapak II,,1250,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1231.0,1.0,7.0,3.0
3990,3990,Residensi Rampai,2016.0,2200,house,Kuala Lumpur,Setapak,Condominium,4,2.0,2.0,950.0,2.0,6.0,15.0
3991,3991,Putra Villa,2007.0,1900,house,Kuala Lumpur,Setapak,Condominium,3,,2.0,1100.0,2.0,,46.0
3992,3992,The Elements,2015.0,2100,house,Kuala Lumpur,Ampang,Service Residence,2,1.0,2.0,950.0,2.0,10.0,59.0
3993,3993,Platinum Splendor Residensi Semarak,2020.0,2200,house,Kuala Lumpur,Keramat,Condominium,4,2.0,2.0,1184.0,2.0,12.0,153.0
3994,3994,Residensi Pandanmas 2,,1800,house,Kuala Lumpur,Desa Pandan,Apartment,3,1.0,2.0,900.0,2.0,10.0,43.0
3995,3995,Impiana on The Waterfront,,2600,house,Kuala Lumpur,Ampang,Service Residence,3,1.0,2.0,1600.0,1.0,9.0,3.0
3996,3996,Eco Sky,2018.0,2300,house,Kuala Lumpur,Jalan Ipoh,Service Residence,3,2.0,2.0,1098.0,2.0,11.0,26.0
3997,3997,Majestic Maxim,2021.0,1300,house,Kuala Lumpur,Cheras,Service Residence,2,2.0,2.0,650.0,0.0,8.0,213.0
3998,3998,Seri Puri,,1400,house,Kuala Lumpur,Kepong,Condominium,3,2.0,2.0,1167.0,1.0,9.0,2.0
3999,3999,Villa Putera,,1400,house,Kuala Lumpur,Jalan Sultan Ismail,Condominium,2,,1.0,900.0,1.0,4.0,6.0
4000,4000,Casa Green Bukit Jalil,,1550,house,Kuala Lumpur,Bukit Jalil,Condominium,3,1.0,3.0,1003.0,1.0,11.0,1.0
4001,4001,Maxim Residences,2017.0,1850,house,Kuala Lumpur,Cheras,Service Residence,3,1.0,2.0,1050.0,2.0,11.0,49.0
4002,4002,M Centura,2021.0,1400,house,Kuala Lumpur,Sentul,Condominium,3,1.0,2.0,850.0,0.0,10.0,17.0
4003,4003,Vista Danau Kota,2023.0,1900,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,969.0,2.0,5.0,3.0
4004,4004,i-Zen @ Kiara 1,2008.0,2200,house,Kuala Lumpur,Mont Kiara,Condominium,2,1.0,2.0,913.0,2.0,8.0,18.0
4005,4005,i-Zen @ Kiara 1,2008.0,2000,house,Kuala Lumpur,Mont Kiara,Condominium,2,1.0,2.0,913.0,2.0,8.0,18.0
4006,4006,Majestic Maxim,2021.0,1500,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,650.0,1.0,10.0,213.0
4007,4007,Royal Regent (Sri Putramas 3),2013.0,2000,house,Kuala Lumpur,Jalan Kuching,Condominium,3,2.0,2.0,1590.0,1.0,6.0,40.0
4008,4008,Parkview Service Apartment,2006.0,2500,room,Kuala Lumpur,KLCC,Condominium,1,1.0,1.0,2500.0,2.0,9.0,13.0
4009,4009,Fairlane Residences,2009.0,2500,room,Kuala Lumpur,Bukit Bintang,Service Residence,1,1.0,1.0,650.0,2.0,7.0,3.0
4010,4010,Residensi Sefina Mont Kiara,2019.0,3900,house,Kuala Lumpur,Mont Kiara,Condominium,3,2.0,2.0,1333.0,2.0,9.0,6.0
4011,4011,M City,2016.0,2600,house,Kuala Lumpur,KL City,Service Residence,2,,2.0,888.0,2.0,11.0,44.0
4012,4012,Villa Crystal,2017.0,2000,house,Kuala Lumpur,Segambut,Condominium,3,2.0,3.0,1155.0,2.0,7.0,16.0
4013,4013,Royal Domain Sri Putramas 2,2007.0,1700,house,Kuala Lumpur,Jalan Kuching,Service Residence,3,1.0,2.0,1285.0,2.0,14.0,16.0
4014,4014,Tiara Mutiara 2,2017.0,1800,house,Kuala Lumpur,Old Klang Road,Service Residence,3,1.0,2.0,1000.0,2.0,9.0,10.0
4015,4015,Pangsapuri Permai,,850,house,Kuala Lumpur,Sungai Besi,Apartment,3,1.0,2.0,670.0,1.0,3.0,4.0
4016,4016,Panorama Residences (Sentul),2014.0,1800,house,Kuala Lumpur,Sentul,Condominium,3,1.0,2.0,1100.0,2.0,12.0,25.0
4017,4017,Gurney Heights,,1500,house,Kuala Lumpur,Keramat,Condominium,2,1.0,1.0,820.0,1.0,10.0,22.0
4018,4018,Axis Residence,2010.0,1500,house,Kuala Lumpur,Ampang,Service Residence,2,1.0,2.0,739.0,1.0,9.0,16.0
4019,4019,,,1200,room,Kuala Lumpur,Cheras,Others,1,,1.0,628.0,1.0,,
4020,4020,Taman Sri Sentosa,,1200,house,Kuala Lumpur,Old Klang Road,Apartment,3,,2.0,750.0,2.0,,5.0
4021,4021,Residensi Alam Damai (PR1MA @ Alam Damai),,1200,house,Kuala Lumpur,Cheras,Apartment,3,2.0,2.0,935.0,1.0,,25.0
4022,4022,Secoya Residences,2019.0,4300,house,Kuala Lumpur,Pantai,Condominium,3,2.0,3.0,1360.0,2.0,14.0,17.0
4023,4023,flat sentul utama,,900,house,Kuala Lumpur,Sentul,Flat,3,,1.0,800.0,0.0,1.0,1.0
4024,4024,FaizÃ¢ÂÂs,,1300,house,Kuala Lumpur,Desa Pandan,Apartment,2,,2.0,600.0,0.0,2.0,1.0
4025,4025,Sky Awani Residensi,,1250,house,Kuala Lumpur,Sentul,Condominium,3,1.0,2.0,800.0,1.0,13.0,30.0
4026,4026,Residensi Suria Pantai,2020.0,1600,house,Kuala Lumpur,Pantai,Apartment,3,1.0,2.0,810.0,2.0,7.0,56.0
4027,4027,The Nest Residences,,1850,house,Kuala Lumpur,Old Klang Road,Condominium,3,2.0,2.0,903.0,2.0,9.0,7.0
4028,4028,188 Suites,2013.0,6500,house,Kuala Lumpur,KLCC,Service Residence,2,2.0,2.0,2060.0,2.0,4.0,2.0
4029,4029,UNA Serviced Apartment @ Peel,2020.0,2800,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,1.0,810.0,2.0,4.0,15.0
4030,4030,Residensi Suria Pantai,2020.0,1500,house,Kuala Lumpur,Pantai,Apartment,3,1.0,2.0,850.0,1.0,7.0,56.0
4031,4031,Scott Sentral,,2700,house,Kuala Lumpur,Brickfields,Condominium,3,1.0,2.0,1300.0,2.0,8.0,1.0
4032,4032,Pantai Permai,,1200,house,Kuala Lumpur,Bangsar South,Apartment,3,,2.0,650.0,2.0,4.0,6.0
4033,4033,222 Residency,2013.0,1200,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1000.0,1.0,11.0,5.0
4034,4034,Residensi Pandanmas 2,,1800,house,Kuala Lumpur,Desa Pandan,Apartment,3,1.0,2.0,900.0,2.0,7.0,43.0
4035,4035,Residensi Pandanmas 2,,1800,house,Kuala Lumpur,Desa Pandan,Apartment,3,1.0,2.0,900.0,2.0,10.0,43.0
4036,4036,Lucentia Residence @ Bukit Bintang City Centre KL,2021.0,5800,house,Kuala Lumpur,KLCC,Service Residence,2,1.0,2.0,885.0,2.0,10.0,8.0
4037,4037,Platinum OUG Residence,2021.0,1300,house,Kuala Lumpur,Kuchai Lama,Condominium,3,1.0,2.0,1200.0,1.0,4.0,64.0
4038,4038,Permai Ria (Jalan Ipoh),1998.0,1000,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,,2.0,860.0,1.0,5.0,3.0
4039,4039,Sri Kenangan,,1498,house,Kuala Lumpur,Wangsa Maju,Condominium,3,1.0,2.0,1250.0,1.0,6.0,10.0
4040,4040,Mirage Residence,,3000,house,Kuala Lumpur,KL City,Condominium,2,1.0,2.0,1277.0,2.0,10.0,9.0
4041,4041,OUG Parklane,,1200,house,Kuala Lumpur,OUG,Service Residence,3,1.0,2.0,900.0,1.0,7.0,51.0
4042,4042,Residensi Pandanmas 2,,1800,house,Kuala Lumpur,Desa Pandan,Apartment,3,1.0,2.0,900.0,2.0,10.0,43.0
4043,4043,Anjali @ North Kiara,2017.0,5500,house,Kuala Lumpur,Segambut,Condominium,4,3.0,4.0,3713.0,0.0,11.0,4.0
4044,4044,Royal Regent (Sri Putramas 3),2013.0,1900,house,Kuala Lumpur,Jalan Kuching,Condominium,2,1.0,2.0,880.0,2.0,10.0,40.0
