,prop_name,rent,rent_type,region,district,property_type,rooms,parking,bathroom,size,furnished_rate,facilities_rate
1563,Kenari Apartment (Taman Melati),1599,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,900,1,
1564,Desa Dua Aman Puri,800,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,850,0,6.0
1565,One Residences,2200,house,Kuala Lumpur,Sungai Besi,Service Residence,2,1.0,2.0,888,2,10.0
1566,Midah Ria Flat,900,house,Kuala Lumpur,Cheras,Flat,2,,1.0,560,0,1.0
1567,Nusa Mewah Villa Condominium,1200,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,865,1,6.0
1568,KL Traders Square Residences,1800,house,Kuala Lumpur,Gombak,Service Residence,4,1.0,2.0,918,2,14.0
1569,Tuan Residency,1500,house,Kuala Lumpur,Jalan Kuching,Service Residence,3,1.0,2.0,879,1,11.0
1570,M Vertica,2400,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,850,2,9.0
1571,M Centura,1800,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,850,2,6.0
1572,Taman Oug Parklane,1200,house,Kuala Lumpur,OUG,Condominium,3,1.0,2.0,950,1,7.0
1573,Taman Oug Parklane,1250,house,Kuala Lumpur,Old Klang Road,Apartment,3,1.0,2.0,950,1,7.0
1574,The Henge Kepong,2200,house,Kuala Lumpur,Kepong,Condominium,3,2.0,2.0,1100,2,14.0
1575,M Centura,2300,house,Kuala Lumpur,Sentul,Service Residence,2,1.0,1.0,646,2,5.0
1576,Vista Angkasa,1300,house,Kuala Lumpur,Bangsar South,Apartment,2,,2.0,600,0,
1577,Tiara Mutiara 2,1500,house,Kuala Lumpur,Old Klang Road,Service Residence,3,1.0,2.0,807,1,6.0
1578,Arte Plus Jalan Ampang,1500,room,Kuala Lumpur,Ampang,Service Residence,1,1.0,1.0,550,2,12.0
1579,Sky Awani 3,1600,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,800,1,13.0
1580,The Holmes,2000,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,1018,2,6.0
1581,Flexus Signature Suites,1400,room,Kuala Lumpur,Jalan Kuching,Others,1,1.0,1.0,563,2,6.0
1582,Desa Satu,700,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,650,1,3.0
1583,One Maxim,1500,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,819,1,11.0
1584,Royal Regent (Sri Putramas 3),1900,house,Kuala Lumpur,Jalan Kuching,Condominium,3,1.0,2.0,1100,2,9.0
1585,Prisma Cheras,1300,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,1152,1,10.0
1586,The Forum,2800,house,Kuala Lumpur,KL City,Condominium,3,1.0,2.0,1450,1,10.0
1587,Sofiya Residences,2200,house,Kuala Lumpur,Desa ParkCity,Condominium,3,,2.0,862,2,2.0
1588,Putra Villa,2000,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1066,2,
1589,Flexus Signature Suites,1200,room,Kuala Lumpur,Jalan Kuching,Studio,1,1.0,1.0,563,1,6.0
1590,Flexus Signature Suites,1500,room,Kuala Lumpur,Jalan Kuching,Others,1,1.0,1.0,563,2,6.0
1591,Platinum Splendor Residensi Semarak,1700,house,Kuala Lumpur,Keramat,Condominium,4,,2.0,1184,1,10.0
1592,Putra Villa,1800,house,Kuala Lumpur,Setapak,Condominium,3,,2.0,1075,1,
1593,Residensi Suria Pantai,1100,house,Kuala Lumpur,Pantai,Apartment,3,2.0,2.0,810,0,6.0
1594,Putra Ria Apartment,2100,house,Kuala Lumpur,Bangsar,Apartment,3,,2.0,650,2,6.0
1595,Plaza Medan Putra,1600,house,Kuala Lumpur,Kepong,Service Residence,4,1.0,2.0,960,2,9.0
1596,Warisan City View,1800,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,920,1,7.0
1597,,3600,house,Kuala Lumpur,Ampang,Condominium,3,2.0,2.0,1555,2,7.0
1598,Tiara Faber,1200,house,Kuala Lumpur,Taman Desa,Condominium,3,2.0,2.0,1200,1,12.0
1599,OBD Garden Tower,1800,house,Kuala Lumpur,Taman Desa,Condominium,2,1.0,2.0,1200,2,9.0
1600,Axis Residence,1350,room,Kuala Lumpur,Ampang,Service Residence,1,1.0,1.0,550,1,5.0
1601,Axis Residence,1350,room,Kuala Lumpur,Ampang,Service Residence,1,1.0,1.0,540,2,4.0
1602,"The Park 2, Pavilion Bukit Jalil",3500,house,Kuala Lumpur,Bukit Jalil,Service Residence,2,1.0,1.0,750,2,11.0
1603,Bayu Tasik 1,1600,house,Kuala Lumpur,Cheras,Condominium,3,,2.0,950,1,7.0
1604,Sofiya Residences,1700,house,Kuala Lumpur,Desa ParkCity,Condominium,3,1.0,2.0,862,1,2.0
1605,Sky Awani Residensi,1700,house,Kuala Lumpur,Sentul,Condominium,3,1.0,2.0,800,2,11.0
1606,Damai 33,13500,house,Kuala Lumpur,City Centre,Townhouse Condo,4,,5.0,5000,2,
1607,Residensi Desa Sentralmas (Taman Desa),1800,house,Kuala Lumpur,Taman Desa,Condominium,3,1.0,2.0,850,2,6.0
1608,THE FENNEL AT SENTUL EAST,3400,house,Kuala Lumpur,Sentul,Condominium,3,,3.0,1200,2,14.0
1609,Queensville,1700,room,Kuala Lumpur,Cheras,Condominium,1,2.0,1.0,580,2,
1610,Desa Permai,1600,house,Kuala Lumpur,Taman Desa,Condominium,3,,2.0,1160,2,9.0
1611,The Harz,2100,house,Kuala Lumpur,Kepong,Condominium,3,2.0,2.0,1216,2,13.0
1612,Putra Majestik,1800,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,2.0,2.0,1015,2,
1613,Residensi Alam Damai (PR1MA @ Alam Damai),1300,house,Kuala Lumpur,Cheras,Apartment,2,1.0,1.0,657,2,8.0
1614,Enesta,1500,house,Kuala Lumpur,Kepong,Service Residence,3,1.0,2.0,980,1,14.0
1615,Enesta,2100,house,Kuala Lumpur,Kepong,Service Residence,3,,2.0,1460,1,12.0
1616,Unio Residence,2000,house,Kuala Lumpur,Kepong,Apartment,2,2.0,2.0,866,2,11.0
1617,Enesta,1550,house,Kuala Lumpur,Kepong,Service Residence,3,,2.0,980,1,13.0
1618,Residensi Metro Kepong,1000,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,1000,1,
1619,Bennington Residences @ SkyArena,3000,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1200,2,
1620,City Gardens,2200,house,Kuala Lumpur,Bukit Bintang,Condominium,3,1.0,2.0,1280,2,
1621,Tuan Residency,1900,house,Kuala Lumpur,Jalan Kuching,Service Residence,3,1.0,2.0,805,2,
1622,Ketumbar Heights,1300,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,755,2,
1623,Jalil Damai,1500,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,1115,2,7.0
1624,Teratak Muhibbah,1000,house,Kuala Lumpur,Taman Desa,Apartment,3,1.0,2.0,650,0,2.0
1625,"SkyAwani 3 Residence, Setapak",1600,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,805,1,12.0
1626,Sri Ledang,1500,house,Kuala Lumpur,Wangsa Maju,Condominium,4,1.0,2.0,1100,1,6.0
1627,,1100,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,838,0,7.0
1628,Parc 3,2800,house,Kuala Lumpur,Cheras,Service Residence,3,1.0,2.0,931,2,8.0
1629,The Havre @ Bukit Jalil,2450,house,Kuala Lumpur,Bukit Jalil,Condominium,3,,2.0,1240,2,14.0
1630,Residensi Wangsa Meranti,1400,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,850,1,7.0
1631,Mesra Villa @ Pandan Mesra,1300,house,Kuala Lumpur,Ampang,Apartment,3,1.0,2.0,871,1,6.0
1632,Taman Pusat Kepong Shop Apartment,900,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,947,0,4.0
1633,Ramada (One @ Bukit Ceylon),2300,room,Kuala Lumpur,KLCC,Service Residence,1,,1.0,411,2,6.0
1634,Desa Satu,650,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,650,0,5.0
1635,M Centura,1850,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,850,1,10.0
1636,One Stop @ Fraser Business Park,1700,room,Kuala Lumpur,KLCC,Service Residence,1,,1.0,450,2,6.0
1637,Sri Lempah,700,house,Kuala Lumpur,Old Klang Road,Flat,2,,1.0,560,1,
1638,,1400,house,Kuala Lumpur,Bukit Jalil,Condominium,3,1.0,2.0,1222,2,9.0
1639,,2700,house,Kuala Lumpur,Mont Kiara,Condominium,2,2.0,1.0,821,2,14.0
1640,Menara Bangsar,3700,house,Kuala Lumpur,Bangsar,Condominium,4,,3.0,1650,2,11.0
1641,Rivercity Condominium,1300,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,1.0,2.0,1275,1,9.0
1642,Dorchester,1100,room,Kuala Lumpur,Sri Hartamas,Service Residence,1,,1.0,410,2,11.0
1643,Inspirasi,3000,house,Kuala Lumpur,Mont Kiara,Condominium,3,2.0,2.0,940,2,14.0
1644,,2999,house,Kuala Lumpur,Segambut,Condominium,3,2.0,2.0,1500,1,9.0
1645,Mizumi Residences,2100,house,Kuala Lumpur,Kepong,Service Residence,3,2.0,2.0,932,2,13.0
1646,Emerald Hills,2300,house,Kuala Lumpur,Cheras,Condominium,2,,2.0,893,2,11.0
1647,Pelangi Indah,1000,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,1.0,2.0,869,0,9.0
1648,Setia SKY Residences,3600,house,Kuala Lumpur,KLCC,Condominium,4,2.0,3.0,1259,2,8.0
1649,Flat Pandan Jaya,800,house,Kuala Lumpur,Pandan Jaya,Flat,2,,1.0,480,0,1.0
1650,Arte Mont Kiara,3000,room,Kuala Lumpur,Mont Kiara,Service Residence,1,1.0,2.0,540,2,12.0
1651,Enesta,1800,house,Kuala Lumpur,Kepong,Service Residence,3,2.0,2.0,1227,1,
1652,Desa Satu,600,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,650,0,3.0
1653,Emerald Hills,2300,house,Kuala Lumpur,Cheras,Condominium,4,2.0,2.0,893,2,14.0
1654,Sri Kenangan,2500,house,Kuala Lumpur,Wangsa Maju,Condominium,4,1.0,2.0,1184,1,6.0
1655,M Suites,3500,house,Kuala Lumpur,Ampang Hilir,Service Residence,3,1.0,2.0,1528,2,9.0
1656,Impiana Sky Residensi,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850,1,6.0
1657,PV9 Residences @ Taman Melati,1999,house,Kuala Lumpur,Setapak,Service Residence,3,1.0,2.0,850,2,5.0
1658,Quadro Residences,6800,house,Kuala Lumpur,KLCC,Service Residence,5,,3.0,2400,1,3.0
1659,The Era,2300,house,Kuala Lumpur,Segambut,Service Residence,2,,2.0,893,2,8.0
1660,Estana Court,1600,house,Kuala Lumpur,Ampang,Apartment,3,1.0,2.0,850,1,5.0
1661,Residensi Hijauan Lumayan,1600,house,Kuala Lumpur,Sungai Besi,Apartment,3,1.0,2.0,1035,2,7.0
1662,The Henge Kepong,2100,house,Kuala Lumpur,Kepong,Condominium,3,2.0,2.0,1100,2,14.0
1663,Suria Jelatek Residence,1900,house,Kuala Lumpur,Ampang Hilir,Condominium,3,1.0,2.0,1421,1,9.0
1664,1A Stonor,2000,room,Kuala Lumpur,KLCC,Condominium,1,1.0,1.0,615,2,6.0
1665,Mont Kiara Pines,3300,house,Kuala Lumpur,Mont Kiara,Apartment,3,1.0,2.0,1228,2,
1666,Vista Komanwel C,1600,house,Kuala Lumpur,Bukit Jalil,Condominium,3,1.0,2.0,1221,2,11.0
1667,Apartment Sri Baiduri,900,house,Kuala Lumpur,Keramat,Apartment,4,2.0,2.0,900,1,3.0
1668,1A Stonor,2000,room,Kuala Lumpur,KLCC,Condominium,1,1.0,1.0,615,2,6.0
1669,Taman Bukit Segar,680,house,Kuala Lumpur,Cheras,Apartment,3,2.0,1.0,680,0,7.0
1670,3 Towers,1600,room,Kuala Lumpur,Ampang Hilir,Service Residence,1,,1.0,429,2,6.0
1671,Bintang Mas,1500,house,Kuala Lumpur,Cheras,Condominium,4,,2.0,1307,1,4.0
1672,Lakeville Residence,2800,house,Kuala Lumpur,Jalan Ipoh,Condominium,4,2.0,2.0,1332,2,
1673,Desa Gembira,1699,house,Kuala Lumpur,Old Klang Road,Condominium,3,1.0,2.0,1405,2,8.0
1674,Residensi Kerinchi,1900,house,Kuala Lumpur,Bangsar South,Condominium,3,1.0,2.0,900,0,5.0
1675,Platinum OUG Residence,1800,house,Kuala Lumpur,Kuchai Lama,Condominium,3,,2.0,1200,2,5.0
1676,Pudu Impian 1,1000,house,Kuala Lumpur,Cheras,Apartment,3,,2.0,700,1,4.0
1677,M Vertica,2999,house,Kuala Lumpur,Cheras,Condominium,4,,2.0,1000,2,9.0
1678,The Hipster @ Taman Desa,1800,house,Kuala Lumpur,Taman Desa,Condominium,3,2.0,2.0,921,1,9.0
1679,M Vertica,3000,house,Kuala Lumpur,Cheras,Condominium,4,2.0,2.0,1000,2,12.0
1680,Endah Regal,1500,house,Kuala Lumpur,Sri Petaling,Condominium,3,1.0,2.0,1141,2,8.0
1681,Sky Suites @ KLCC,3300,house,Kuala Lumpur,KLCC,Service Residence,2,1.0,2.0,796,2,5.0
1682,Sky Suites @ KLCC,3700,house,Kuala Lumpur,KLCC,Service Residence,3,1.0,2.0,829,2,5.0
1683,OUG Parklane,1499,house,Kuala Lumpur,OUG,Service Residence,3,1.0,2.0,950,2,7.0
1684,OUG Parklane,1699,house,Kuala Lumpur,OUG,Service Residence,3,,2.0,950,2,7.0
1685,The Binjai,16000,house,Kuala Lumpur,KLCC,Condominium,4,2.0,4.0,3218,2,13.0
1686,Alpha Villa,1500,house,Kuala Lumpur,Wangsa Maju,Apartment,4,1.0,2.0,1070,1,7.0
1687,Villa Angsana,1200,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,1.0,2.0,1100,0,9.0
1688,The Nest Residence @ Genting Klang,1600,house,Kuala Lumpur,Setapak,Service Residence,3,2.0,1.0,750,2,10.0
1689,Vista OUG @ Platinum OUG Residence,1400,house,Kuala Lumpur,Old Klang Road,Condominium,3,,2.0,1200,0,8.0
1690,Residensi Kuchaimas,1350,house,Kuala Lumpur,Kuchai Lama,Apartment,3,1.0,2.0,800,1,6.0
1691,Midfields 2,1699,house,Kuala Lumpur,Sungai Besi,Condominium,3,2.0,2.0,1044,1,7.0
1692,The Mark,1300,room,Kuala Lumpur,Cheras,Condominium,1,2.0,1.0,618,2,11.0
1693,Queensville,1400,room,Kuala Lumpur,Cheras,Condominium,1,2.0,1.0,558,1,8.0
1694,M Centura,1400,house,Kuala Lumpur,Sentul,Service Residence,3,,2.0,850,2,14.0
1695,M Centura,1300,house,Kuala Lumpur,Sentul,Service Residence,2,,1.0,650,2,14.0
1696,M Centura,1200,house,Kuala Lumpur,Sentul,Service Residence,2,,1.0,650,2,14.0
1697,Catalina Villa,2200,house,Kuala Lumpur,Ampang Hilir,Condominium,3,1.0,2.0,1350,2,8.0
1698,Lucentia Residence @ Bukit Bintang City Centre KL,3700,room,Kuala Lumpur,KLCC,Service Residence,1,,1.0,454,2,7.0
1699,The Ooak (Kiara 163),2800,room,Kuala Lumpur,Mont Kiara,Service Residence,1,1.0,1.0,816,2,11.0
1700,Lemanja,1650,house,Kuala Lumpur,Kepong,Service Residence,3,,2.0,1200,1,11.0
1701,CitiZen,1900,house,Kuala Lumpur,Old Klang Road,Service Residence,2,,2.0,750,2,9.0
1702,Casa Green (Bukit Jalil),1900,house,Kuala Lumpur,Bukit Jalil,Condominium,4,1.0,2.0,930,2,10.0
1703,Regalia Residence,2000,room,Kuala Lumpur,Jalan Sultan Ismail,Service Residence,1,,1.0,755,2,7.0
1704,Casa Idaman,1500,house,Kuala Lumpur,Jalan Ipoh,Condominium,3,1.0,2.0,1007,1,3.0
1705,Menara Menjalara,1400,house,Kuala Lumpur,Bandar Menjalara,Condominium,4,1.0,2.0,1076,1,10.0
1706,Lavile,3500,house,Kuala Lumpur,Cheras,Service Residence,3,1.0,2.0,870,2,5.0
1707,Parc 3,2300,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,686,2,13.0
1708,Plaza Medan Putra,1500,house,Kuala Lumpur,Kepong,Service Residence,4,1.0,2.0,918,2,9.0
1709,M Vertica,2800,house,Kuala Lumpur,Cheras,Condominium,4,2.0,2.0,1000,2,12.0
1710,Medan Putra Condominium,1500,house,Kuala Lumpur,Bandar Menjalara,Condominium,4,1.0,2.0,918,2,7.0
1711,La Grande Kiara,3500,house,Kuala Lumpur,Mont Kiara,Condominium,3,1.0,3.0,1800,2,11.0
1712,Pangsapuri Bandar Tasik Selatan,900,house,Kuala Lumpur,Bandar Tasik Selatan,Flat,3,,2.0,650,2,4.0
1713,Bistari Condominium,1999,house,Kuala Lumpur,KL City,Condominium,3,1.0,2.0,1044,2,4.0
1714,Angkasa Condominiums,110,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,920,0,7.0
1715,Desa Dua Aman Puri,800,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,837,0,6.0
1716,Idaman Sutera,90,room,Kuala Lumpur,Setapak,Condominium,1,1.0,1.0,100,0,10.0
1717,G Residence @ Desa Pandan,3899,house,Kuala Lumpur,Desa Pandan,Service Residence,3,2.0,2.0,1539,1,6.0
1718,Amadesa,1200,house,Kuala Lumpur,Desa Petaling,Condominium,2,1.0,2.0,729,1,12.0
1719,Laman Damai,800,house,Kuala Lumpur,Kepong,Apartment,3,,1.0,650,1,6.0
1720,Majestic Maxim,1299,house,Kuala Lumpur,Cheras,Service Residence,2,,2.0,650,0,8.0
1721,PV9 Residences @ Taman Melati,1400,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,850,2,14.0
1722,Lanai Residences,1900,house,Kuala Lumpur,Bukit Jalil,Condominium,3,1.0,2.0,800,2,6.0
1723,The Holmes 2,1399,house,Kuala Lumpur,Cheras,Condominium,3,2.0,2.0,943,0,10.0
1724,Putra Villa,1900,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1100,2,9.0
1725,Suasana Lumayan,1750,house,Kuala Lumpur,Cheras,Condominium,4,1.0,2.0,1364,1,8.0
1726,Pesona Villa (Taman Melawati),950,house,Kuala Lumpur,Taman Melawati,Apartment,3,1.0,2.0,856,1,2.0
1727,,1300,house,Kuala Lumpur,Cheras,Condominium,3,,2.0,1100,2,6.0
1728,Seri Riana Residence,3300,house,Kuala Lumpur,Wangsa Maju,Condominium,3,2.0,4.0,1711,1,12.0
1729,TR Residence,2250,house,Kuala Lumpur,Titiwangsa,Service Residence,2,1.0,1.0,710,2,11.0
1730,Seri Cendekia,1500,house,Kuala Lumpur,Cheras,Condominium,3,,2.0,1000,2,6.0
1731,Majestic Maxim,1400,house,Kuala Lumpur,Cheras,Service Residence,2,2.0,2.0,650,0,8.0
1732,Casa Mutiara,2300,house,Kuala Lumpur,Bukit Bintang,Service Residence,2,,2.0,750,2,7.0
1733,Sri Impian (Brickfields),2700,house,Kuala Lumpur,Brickfields,Condominium,4,1.0,2.0,1500,2,4.0
1734,The Nest Residence @ Genting Klang,1050,room,Kuala Lumpur,Setapak,Service Residence,1,1.0,1.0,600,0,10.0
1735,Majestic Maxim,1500,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,650,1,10.0
1736,Residensi Rimbunan Petaling,1300,house,Kuala Lumpur,Sri Petaling,Apartment,3,1.0,2.0,892,0,3.0
1737,The Birch,1600,house,Kuala Lumpur,Jalan Ipoh,Service Residence,2,1.0,1.0,652,0,8.0
1738,Bayu Tasik 2,1300,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,925,1,11.0
1739,Segambut Residensi,850,house,Kuala Lumpur,Segambut,Apartment,3,1.0,2.0,800,0,
1740,Tiara Mutiara 2,1600,house,Kuala Lumpur,Old Klang Road,Service Residence,3,3.0,2.0,1355,2,12.0
1741,"The Veo, Kuala Lumpur",1800,room,Kuala Lumpur,Setapak,Condominium,1,1.0,1.0,753,1,10.0
1742,Prisma Cheras,1600,house,Kuala Lumpur,Cheras,Condominium,2,,2.0,1072,2,9.0
1743,G Residence (Desa Pandan),3000,house,Kuala Lumpur,Desa Pandan,Service Residence,2,2.0,2.0,1410,2,12.0
1744,The Havre @ Bukit Jalil,2500,house,Kuala Lumpur,Bukit Jalil,Condominium,3,,3.0,1100,2,14.0
1745,Platinum Victory Lake City PV 13,900,house,Kuala Lumpur,Setapak,Condominium,4,,3.0,999,0,10.0
1746,Fortune Perdana Lakeside,1450,house,Kuala Lumpur,Kepong,Service Residence,3,2.0,2.0,1027,1,8.0
1747,PV9 Residences @ Taman Melati,550,house,Kuala Lumpur,Setapak,Condominium,4,1.0,2.0,850,2,14.0
1748,PV18 Residence,1150,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,926,0,7.0
1749,Kenwingston Avenue,1400,house,Kuala Lumpur,Sungai Besi,Service Residence,2,1.0,2.0,650,1,7.0
1750,Kinrara Mas Condominium,1200,house,Kuala Lumpur,Bukit Jalil,Condominium,3,1.0,2.0,1091,1,
1751,PPA1M Metropolitan Kepong,1700,house,Kuala Lumpur,Kepong,Condominium,3,2.0,2.0,1200,2,9.0
1752,Desa Dua Aman Puri,800,house,Kuala Lumpur,Kepong,Apartment,3,1.0,2.0,850,0,5.0
1753,PV9 Residences @ Taman Melati,2100,house,Kuala Lumpur,Setapak,Service Residence,3,2.0,2.0,1000,1,
1754,Baiduri Apartment (Desa Pandan),1200,house,Kuala Lumpur,Desa Pandan,Apartment,3,1.0,2.0,1000,1,2.0
1755,Solaris Parq,5000,house,Kuala Lumpur,Solaris Dutamas,Service Residence,2,2.0,2.0,1022,2,12.0
1756,The Meritz,5000,house,Kuala Lumpur,Ampang,Condominium,3,1.0,2.0,1497,2,10.0
1757,Vantage Point,1200,house,Kuala Lumpur,Desa Petaling,Condominium,3,1.0,2.0,116,1,8.0
1758,28 Boulevard,1700,room,Kuala Lumpur,Pandan Perdana,Apartment,1,1.0,1.0,450,2,10.0
1759,Corinthian Condominium,3300,house,Kuala Lumpur,KLCC,Condominium,3,1.0,2.0,1500,2,9.0
1760,The Meritz,3000,house,Kuala Lumpur,Ampang,Condominium,2,1.0,2.0,1072,2,10.0
1761,Seksyen 1 Wangsa Maju Flat,1300,house,Kuala Lumpur,Wangsa Maju,Flat,2,1.0,1.0,600,1,1.0
1762,The Orion,3000,house,Kuala Lumpur,City Centre,Condominium,3,3.0,3.0,1323,2,11.0
1763,Winner Court B,1200,house,Kuala Lumpur,Desa Petaling,Condominium,3,1.0,2.0,910,1,10.0
1764,Impiana Sky Residensi,1000,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850,0,5.0
1765,PV9 Residences @ Taman Melati,1400,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,850,2,14.0
1766,Majestic Maxim,1499,house,Kuala Lumpur,Cheras,Service Residence,3,1.0,2.0,819,0,8.0
1767,,1700,house,Kuala Lumpur,Setapak,Service Residence,2,2.0,2.0,855,2,10.0
1768,Arena Green,950,house,Kuala Lumpur,Bukit Jalil,Apartment,2,1.0,1.0,726,0,7.0
1769,Kenari Apartment (Taman Melati),1600,house,Kuala Lumpur,Setapak,Apartment,3,1.0,2.0,910,2,
1770,Platinum Lake Condominium PV 15,2300,house,Kuala Lumpur,Setapak,Condominium,4,1.0,2.0,1313,1,9.0
1771,Teratai Mewah Apartment,900,house,Kuala Lumpur,Setapak,Apartment,3,,1.0,653,0,3.0
1772,Sentosa Court,1500,house,Kuala Lumpur,Old Klang Road,Apartment,3,1.0,2.0,1070,1,6.0
1773,Bistari Condominium,2000,house,Kuala Lumpur,KL City,Condominium,3,1.0,2.0,1044,2,
1774,Platinum OUG Residence,1800,house,Kuala Lumpur,Kuchai Lama,Condominium,3,1.0,2.0,1200,2,10.0
1775,Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,1300,house,Kuala Lumpur,Bukit Jalil,Apartment,4,1.0,2.0,1400,0,6.0
1776,Impiana Sky Residensi,1400,house,Kuala Lumpur,Bukit Jalil,Apartment,3,1.0,2.0,850,1,7.0
1777,Danau Idaman,1800,house,Kuala Lumpur,Taman Desa,Condominium,3,1.0,2.0,910,1,11.0
1778,Residensi KepongMas,1199,house,Kuala Lumpur,Kepong,Condominium,3,1.0,2.0,900,1,7.0
1779,Bayu Andaman,1400,house,Kuala Lumpur,Sentul,Apartment,3,1.0,2.0,1001,1,9.0
1780,Pandan Jaya Apartment,1300,house,Kuala Lumpur,Pandan Jaya,Apartment,3,,2.0,900,1,1.0
1781,Majestic Maxim,1500,house,Kuala Lumpur,Cheras,Service Residence,2,1.0,2.0,650,1,8.0
1782,Pantai Permai,1200,house,Kuala Lumpur,Bangsar South,Apartment,3,,2.0,750,0,
1783,Sri Pelangi (Jalan Genting Kelang),1300,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,957,1,7.0
1784,Royal Regent (Sri Putramas 3),1850,house,Kuala Lumpur,Jalan Kuching,Condominium,3,1.0,2.0,1100,2,12.0
1785,Maxim Citilights,1400,house,Kuala Lumpur,Sentul,Service Residence,3,1.0,2.0,1009,0,7.0
1786,The Havre @ Bukit Jalil,2300,house,Kuala Lumpur,Bukit Jalil,Condominium,3,2.0,3.0,1100,2,14.0
1787,Jalan Sri ehsan,800,house,Kuala Lumpur,Kepong,Apartment,3,,2.0,800,0,
1788,The Henge Kepong,2300,house,Kuala Lumpur,Kepong,Condominium,3,2.0,2.0,1100,2,14.0
1789,"The Veo, Kuala Lumpur",3000,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1442,1,9.0
1790,Aster Green Residence,1950,house,Kuala Lumpur,Sri Petaling,Service Residence,3,2.0,2.0,861,1,14.0
1791,The Hipster @ Taman Desa,2200,house,Kuala Lumpur,Taman Desa,Condominium,3,2.0,2.0,958,2,14.0
1792,The Leafz,1988,house,Kuala Lumpur,Sungai Besi,Service Residence,2,2.0,2.0,1100,2,14.0
1793,The Nest Residences,1300,house,Kuala Lumpur,Old Klang Road,Condominium,2,1.0,2.0,755,1,8.0
1794,Enesta,1600,house,Kuala Lumpur,Kepong,Service Residence,3,1.0,2.0,916,1,8.0
1795,M Vertica,1550,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,850,1,11.0
1796,Platinum Victory Lake City PV 13,2500,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1383,2,10.0
1797,Menara Pelangi,2200,house,Kuala Lumpur,Brickfields,Condominium,3,,2.0,950,2,6.0
1798,Kiara 9,7500,house,Kuala Lumpur,Mont Kiara,Condominium,3,3.0,4.0,2960,2,12.0
1799,Seri Cendekia,1300,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,1030,2,10.0
1800,The Elements,1700,room,Kuala Lumpur,Ampang,Service Residence,1,1.0,1.0,705,2,8.0
1801,Berlian Residence @ Setapak,1650,house,Kuala Lumpur,Setapak,Condominium,3,1.0,2.0,1027,1,11.0
1802,Bayu Tasik 2,1500,house,Kuala Lumpur,Cheras,Condominium,3,1.0,2.0,960,2,10.0
1803,The Leafz,1588,room,Kuala Lumpur,Sungai Besi,Service Residence,1,1.0,1.0,710,1,14.0
1804,Seasons Garden Residences @ Wangsa Maju,1799,house,Kuala Lumpur,Wangsa Maju,Apartment,3,1.0,2.0,770,2,6.0
1805,Plaza Prima Setapak,1800,house,Kuala Lumpur,Setapak,Condominium,3,2.0,2.0,1510,1,7.0
