appid,name,release_date,english,developer,publisher,platforms_windows,platform_mac,platform_linux,required_age,categories,genres,achievements,positive_ratings,negative_ratings,average_playtime,owners,price
458410,Cabals: Magic & Battle Cards,2/6/2018,1,Kyy Games,Kyy Games,1,1,0,universal,Single-player,Free to Play,24,34,19,0,0-20000,0
791960,Cactus Jumper,2/3/2018,1,Octopirate Games,Octopirate Games,1,0,0,universal,Single-player,Action,0,16,0,0,0-20000,0.79
883860,Cadria Item Shop,8/23/2018,1,Orange Cat Studio,BEST KIRIN GLOBAL LIMITED,1,0,0,universal,Single-player,Casual,48,269,101,0,50000-100000,0
863470,Cairo's Tale: The Big Egg,5/30/2018,1,Ring Mountain,Arrowiz,1,0,0,universal,Single-player,Adventure,0,8,1,0,0-20000,0.79
649890,Caliban Below,6/19/2018,1,"Blackthorn Media, Inc.","Blackthorn Media, Inc.",1,1,0,universal,Single-player,Adventure,0,105,6,0,50000-100000,0
620580,Calico & Co.,5/30/2018,1,Green Moss Game,Green Moss Game,1,0,0,universal,Single-player,Adventure,36,7,5,0,0-20000,3.99
836260,Call of Bitcoin,4/23/2018,1,peevasseeq games,peevasseeq games,1,0,0,universal,Single-player,Action,79,29,18,30,0-20000,0.79
642580,Cally's Caves 4,1/9/2018,1,VDO Games,VDO Games,1,0,0,universal,Single-player,Action,72,58,18,6,0-20000,7.19
809900,Calvin Tucker's Farm Animal Racing,3/9/2018,1,Team 6 Studios,Funbox Media Ltd,1,0,0,universal,Single-player,Casual,0,5,3,0,0-20000,2.09
820510,Camp W,7/25/2018,1,Psyop,Psyop,1,1,0,universal,Single-player,Adventure,19,13,1,0,0-20000,10.29
970200,Campido,11/18/2018,1,MuscleBird,MuscleBird,1,0,0,universal,Single-player,Casual,0,2,1,0,0-20000,3.99
929600,Can You find it?,10/6/2018,1,Animal Mouth,Animal Mouth,1,0,0,universal,Single-player,Casual,10,15,3,0,0-20000,0.79
591630,Candleman: The Complete Journey,1/31/2018,1,Spotlightor Interactive,Spotlightor Interactive,1,1,0,universal,Single-player,Action,19,558,29,0,0-20000,11.39
877180,Candy,6/19/2018,1,Right Games,Right Games,1,0,0,universal,Single-player,Casual,1,3,0,0,0-20000,0.79
868880,Candy Raid: The Factory,10/1/2018,1,KR Game Studios,KR Game Studios,1,0,0,universal,Single-player,Casual,8,4,0,0,0-20000,3.99
781500,Candy Snake Master,1/31/2018,1,BD Studio Games,BD Studio Games,1,0,0,universal,Single-player,Action,0,1,0,0,0-20000,5.19
987800,CandyVenture,12/14/2018,1,Stephen Miller,Cellular Bits,1,0,0,universal,Single-player,Adventure,0,1,0,0,0-20000,3.99
791300,Canek: Quest for Corn [Demo],2/16/2018,1,Guami Games,Guami Games,1,0,0,universal,Single-player,Action,0,18,7,0,0-20000,0
876580,CanYouSurvive?,6/29/2018,1,PatrAwW,PatrAwW,1,0,0,universal,Single-player,Action,0,1,0,0,0-20000,0.79
885150,Capcom Beat 'Em Up Bundle / カプコン ベルトアクション コレクション,10/10/2018,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",1,0,0,universal,Single-player,Action,11,197,32,0,0-20000,15.99
872400,Capsella The Lights of Lucern,6/22/2018,1,Bravery Software,Bravery Software,1,0,0,universal,Single-player,Action,0,3,5,0,0-20000,5.49
690200,Capsular,4/27/2018,1,Gunschlinger,Gunschlinger,1,0,0,universal,Multi-player,Action,22,27,0,0,0-20000,0
798350,Capsule Jump,2/20/2018,1,Generouz Entertainment,ZuHause Studios,1,0,0,universal,Single-player,Casual,21,2,1,0,0-20000,2.09
878500,Captain The Runner,8/10/2018,1,Anamik Majumdar,Anamik Majumdar,1,0,1,universal,Single-player,Casual,100,2,1,0,0-20000,0.79
908320,Captain:Training,8/8/2018,1,Global defense company,Global defense company,1,0,0,universal,Single-player,Adventure,0,4,0,0,0-20000,2.09
802040,Captive,4/8/2018,1,Dead Inside Studio,Dead Inside Studio,1,0,0,universal,Single-player,Indie,13,46,5,0,0-20000,1.69
794920,Capture the monster,2/23/2018,1,Dexion Games,Dexion Games,1,0,0,universal,Single-player,Casual,0,3,20,2,0-20000,0.79
780120,Car Crash Couch Party,1/31/2018,1,Fogbound,Fogbound,1,0,0,universal,Local Multi-Player,Casual,0,9,15,37,20000-50000,0
896850,Car Crash Online,7/28/2018,1,Smartmove,Smartmove,1,0,0,universal,Single-player,Massively Multiplayer,0,4,2,0,0-20000,7.19
705740,Car Demolition Clicker,7/5/2018,1,Blue Sunset Games,Blue Sunset Games,1,0,0,universal,Single-player,Action,22,27,15,0,0-20000,5.19
774191,Car Puzzler,1/25/2018,1,Boris Zapotocky,Boris Zapotocky,1,1,1,universal,Single-player,Casual,14,8,1,0,0-20000,4.49
982050,Caracoland,12/14/2018,1,Rodrigo Bezzi,Rosasoft,1,0,0,universal,Single-player,Action,30,1,0,0,0-20000,3.99
911880,Caramba!,8/14/2018,1,Russian Pirates,Russian Pirates,1,1,1,universal,Single-player,Adventure,10,11,36,0,20000-50000,0.79
903790,Card Battle Spirit Link,9/9/2018,1,Speedrobo Games,Speedrobo Games,1,0,0,universal,Single-player,Indie,0,3,0,0,0-20000,7.19
745000,Card Crawl,2/7/2018,1,Arnold Rauers,Arnold Rauers,1,1,0,universal,Single-player,Indie,9,72,15,0,0-20000,2.09
843870,Card Games Mega Collection,6/13/2018,1,Gunnar Games,Gunnar Games,1,0,0,universal,Single-player,Casual,0,6,2,0,0-20000,5.19
728630,Cardboard Wars,6/25/2018,1,RatByte Games,RatByte Games ,1,0,0,universal,Multi-player,Action,9,15,4,0,0-20000,6.19
917660,Cardiganical,9/14/2018,1,MyDreamForever,Atriagames,1,0,0,universal,Single-player,Adventure,4,14,2,0,0-20000,1.69
815450,Cardinal Cross,7/9/2018,1,ImpQueen,ImpQueen,1,1,1,universal,Single-player,Casual,26,96,6,0,0-20000,9.29
943440,Cards of Knight,11/17/2018,1,Angus Seung,Angus Seung,1,0,0,universal,Single-player,Action,32,1,1,0,0-20000,2.09
547480,Carly and the Reaperman - Escape from the Underworld,6/19/2018,1,Odd Raven Studios,Odd Raven Studios,1,0,0,universal,Single-player,Adventure,0,44,3,0,0-20000,15.49
873810,Cars Arena,11/6/2018,1,PixelPlex,PixelPlex,1,0,0,universal,Online Multi-Player,Action,0,8,8,0,0-20000,0
856380,Cartoonway : Mini Cars,5/18/2018,1,Speedspark Studio,Speedspark Studio,1,1,0,universal,Single-player,Indie,54,2,2,0,0-20000,3.99
915190,Cartoony Cars 2,11/9/2018,1,SpeedFrame,SpeedFrame,1,1,1,universal,Single-player,Indie,0,6,0,0,0-20000,0
584150,Casey Powell Lacrosse 18,4/17/2018,1,Big Ant Studios,Crosse Studios,1,0,0,universal,Single-player,Sports,26,8,4,0,0-20000,32.99
903830,Cash Rush,8/17/2018,1,Broxilia LTD,Broxilia LTD,1,0,0,universal,Single-player,Casual,0,17,4,0,0-20000,3.99
800350,Casino Blackjack,2/23/2018,1,ThatGame Pty Ltd,Funbox Media Ltd,1,0,0,universal,Single-player,Casual,0,2,0,0,0-20000,2.09
886360,Casino Mega Collection,7/2/2018,1,Gunnar Games,Gunnar Games,1,0,0,universal,Single-player,Casual,0,0,1,0,0-20000,5.19
793250,Casino Poker,2/23/2018,1,ThatGame Pty Ltd,Funbox Media Ltd,1,0,0,universal,Single-player,Casual,0,0,1,0,0-20000,2.09
658970,CasinoRPG,1/16/2018,1,GoldFire Studios,GoldFire Studios,1,1,0,universal,Multi-player,Casual,191,62,47,0,20000-50000,0
688200,Cassandra's Fabulous Foray,2/7/2018,1,Arcani Interactive,Arcani Interactive,1,1,1,universal,Single-player,Casual,0,2,1,0,0-20000,0.79
706840,Castaway VR,10/11/2018,1,MC Games,MC Games,1,0,0,universal,Single-player,Adventure,0,16,26,0,0-20000,11.39
827830,Castle Agony,4/6/2018,1,The Pompous Pixel,The Pompous Pixel,1,0,0,universal,Single-player,Adventure,19,6,1,0,0-20000,4.99
770050,Castle Clamber,4/12/2018,1,Trederia,Trederia,1,1,0,universal,Single-player,Action,17,4,2,0,0-20000,2.09
542770,Castle Must Be Mine,7/13/2018,1,TheMiddleGray,TheMiddleGray,1,0,0,universal,Single-player,Casual,0,200,13,0,0-20000,12.39
918680,Castle of Venia,8/22/2018,1,Classic Game Software,Classic Game Software,1,0,0,universal,Single-player,Action,0,3,6,0,0-20000,2.09
638020,Castle Wars VR,5/9/2018,1,Arrible,Arrible,1,0,0,universal,Single-player,Massively Multiplayer,0,12,6,0,0-20000,7.19
860880,Castle: Jigsaw Puzzles,5/23/2018,1,Boogygames Studios,Boogygames Studios,1,0,0,universal,Single-player,Adventure,0,10,1,0,0-20000,1.69
961240,CastleGuard,11/2/2018,1,Gearing Studios,Gearing Studios,1,0,0,universal,Single-player,Action,0,4,2,0,0-20000,4.79
857050,Casual Penalty,5/16/2018,1,CasGames,CasGames,1,0,0,universal,Single-player,Casual,3346,15,11,0,0-20000,0.79
891570,Cat couple🐱,7/13/2018,1,Sly,SlyGames,1,1,1,universal,Single-player,Casual,1,4,1,0,0-20000,0.78
935350,Cat Fu Mi,9/26/2018,1,Maestro Cinetik,Cinetik lab,1,0,0,universal,Single-player,Casual,0,5,1,0,0-20000,0.79
913120,Cat Inside,8/17/2018,1,SilverBlade,SilverBlade,1,0,0,universal,Single-player,Adventure,9,7,0,0,0-20000,1.69
982900,Cat puzzle🐱,11/21/2018,1,Sly,SlyGames,1,1,1,universal,Single-player,Casual,1,18,8,0,0-20000,3.98
923370,Cat Warfare,9/8/2018,1,Not-So Classic Games,Not-So Classic Games,1,1,0,universal,Online Multi-Player,Action,6,8,0,0,0-20000,3.99
857680,Catan VR,6/13/2018,1,Experiment 7,Experiment 7,1,0,0,universal,Single-player,Simulation,0,32,8,0,0-20000,11.39
833260,catAnod,4/23/2018,1,Ocze,Simple Game,1,0,0,universal,Single-player,Indie,40,7,3,0,0-20000,2.09
737890,Catastronauts,9/28/2018,1,Inertia Game Studios, Inertia Game Studios,1,0,0,universal,Single-player,Action,12,25,5,0,0-20000,12.39
913210,CatCatch,9/3/2018,1,HouseLife,HouseLife,1,0,0,universal,Single-player,Casual,0,1,0,0,0-20000,1.69
679750,Catch & Release,6/7/2018,1,metricminds GmbH & Co KG,Advanced Interactive Gaming Ltd.,1,0,0,universal,Single-player,Simulation,35,126,9,93,0-20000,14.99
717760,"Catch the Thief, If you can!",1/18/2018,1,Star Game Studios,Star Game Studios,1,0,0,universal,Single-player,Action,10,10,3,0,0-20000,1.69
861910,Catch'em,8/10/2018,1,ToBringAlive,Sunlight Games,1,0,0,universal,Single-player,Casual,0,1,0,0,0-20000,4.79
949370,Cateau,10/17/2018,1,Lemon Curd Games,Lemon Curd Games,1,0,0,universal,Single-player,Indie,0,63,1,0,0-20000,0
898540,Catgirl Magic: Furry Duel,8/24/2018,1,Night Dreams Studio,Night Dreams Studio,1,1,0,universal,Single-player,Indie,6,3,17,0,0-20000,2.89
815320,Catify VR,6/28/2018,1,VR Studio,AC3 Studio,1,0,0,universal,Single-player,Adventure,10,13,3,0,0-20000,3.99
620220,Catmaze,5/24/2018,1,Redblack Spade,Redblack Spade,1,1,0,universal,Single-player,Action,21,151,24,0,0-20000,7.19
804900,Cat's Bar,3/11/2018,1,橘喵喵,橘喵喵,1,0,0,universal,Single-player,Casual,24,22,11,0,0-20000,1.69
884290,Cat's Yarn,7/9/2018,1,DRP,DRP,1,0,0,universal,Single-player,Casual,0,2,2,0,0-20000,2.09
846220,Catsapults,6/12/2018,1,Midnight Warden,Superfantastic Productions,1,0,0,universal,Single-player,Adventure,40,2,0,0,0-20000,3.99
704030,Cattle and Crops,2/13/2018,1,Masterbrain Bytes GmbH & Co. KG,Masterbrain Bytes GmbH & Co. KG,1,0,1,universal,Single-player,Casual,0,392,126,0,0-20000,29.99
870040,Cave Adventures,6/8/2018,1,Nekyau Games,Nekyau,1,0,0,universal,Single-player,Action,0,28,34,0,0-20000,0.79
731500,Cave Brawlers,1/15/2018,1,Samuel Arminana,Samuel Arminana,1,1,1,universal,Single-player,Violent,9,4,8,0,0-20000,5.19
844380,Cave Digger,5/9/2018,1,VRkiwi,VRkiwi,1,0,0,universal,Single-player,Action,16,135,29,10,50000-100000,0
913570,Cave under Richmordnom,8/23/2018,0,Drymir,Drymir,1,0,0,universal,Single-player,Adventure,0,2,1,0,0-20000,0.79
814590,Caveman Stories,11/23/2018,1,Uniday Studio,Uniday Studio,1,0,0,universal,Single-player,Action,0,5,4,0,0-20000,2.89
905880,Caves of Plague,8/13/2018,1,Fury Games Production,Fury Games Production,1,0,0,universal,Single-player,Action,5,5,1,0,0-20000,1.69
880830,Cavesweeper,7/4/2018,1,Stylus Software,Stylus Software,1,0,0,universal,Single-player,Adventure,41,14,0,0,0-20000,1.99
625730,Cefore,11/9/2018,1,Pixelz Games,Crytivo,1,0,0,universal,Single-player,Indie,12,36,5,0,0-20000,7.09
504230,Celeste,1/25/2018,1,Matt Makes Games Inc.,Matt Makes Games Inc.,1,1,1,universal,Single-player,Action,30,7239,206,638,200000-500000,14.99
873390,Celestial Hacker Girl Jessica,7/17/2018,1,girl software,girl software,1,1,0,universal,Single-player,Action,0,8,0,0,0-20000,1.69
977400,Cell to Singularity - Evolution Never Ends,12/12/2018,1,Computer Lunch,Computer Lunch,1,1,0,universal,Single-player,Casual,0,471,119,0,100000-200000,0
761410,Cemetery Warrior 2,3/26/2018,1,Falco Software,Atriagames,1,0,0,universal,Single-player,Violent,0,21,8,0,0-20000,1.69
681460,Cendric,3/2/2018,1,Ironbell,Ironbell,1,1,1,universal,Single-player,Adventure,37,21,5,0,0-20000,7.19
889450,Centifeed,11/9/2018,1,Ghost Lord Games,Ghost Lord Games,1,0,0,universal,Single-player,Action,0,6,0,0,0-20000,1.69
814620,Central Intelligence,4/13/2018,1,OCEAN Software,Classics Digital,1,0,0,universal,Single-player,Action,0,2,3,0,0-20000,3.99
838900,Cereal Soup,6/2/2018,1,Wild Arts LLC,Wild Arts LLC,1,0,0,universal,Online Multi-Player,Adventure,0,218,239,0,50000-100000,0
820900,Ceress and Orea,4/20/2018,1,Plueschkatze,Plueschkatze,1,0,0,universal,Single-player,Adventure,11,56,6,0,0-20000,1.69
712530,Chamber of Darkness,10/10/2018,1,The Crow Studios,GrabTheGames,1,0,0,universal,Single-player,Adventure,10,28,16,0,0-20000,2.09
768480,Chamber of the Sci-Mutant Priestess,2/8/2018,1,ERE Informatique,Classics Digital,1,0,0,universal,Single-player,Action,0,5,6,0,0-20000,3.99
856040,Chameleon Man,7/31/2018,1,Softzen,Softzen,1,0,0,universal,Single-player,Indie,6,1,0,0,0-20000,1.69
777580,Champ Against Chumps Upgrade Edition,4/20/2018,1,MisterTtocS,MisterTtocS,1,0,0,universal,Single-player,Indie,22,2,0,0,0-20000,1.69
979790,Change : A Little Story,12/20/2018,0,"Ryu Productions Co., Ltd",Gamera Game,1,0,0,universal,Single-player,Indie,0,10,0,0,0-20000,1.69
926140,CHANGE: A Homeless Survival Experience,9/20/2018,1,Delve Interactive,Delve Interactive,1,1,1,universal,Single-player,Indie,6,286,29,51,0-20000,7.19
814540,Changed,4/4/2018,1,DragonSnow,DragonSnow,1,0,0,universal,Single-player,Adventure,6,1472,123,80,50000-100000,4.79
788480,Changeover: Decisions,5/18/2018,1,KHB-Soft,KHB-Soft,1,1,1,universal,Single-player,Action,20,30,6,0,0-20000,1.69
968570,Chaordic,12/17/2018,1,Artepi Corporation,Artepi Corporation,1,0,0,universal,Single-player,Action,15,6,2,0,0-20000,0.79
781270,Chaos Control,2/8/2018,1,Infogrames,Classics Digital,1,0,0,universal,Single-player,Action,0,11,5,0,0-20000,5.19
762980,Chaotic Void,5/29/2018,1,Resurgam Studios,Resurgam Studios,1,0,0,universal,Local Multi-Player,Violent,0,3,0,0,0-20000,3.99
777760,Charlie II,2/19/2018,1,Mike Wiering,Wiering Software,1,0,0,universal,Single-player,Action,62,2,2,0,0-20000,9.29
951920,Charlie's Conscious,10/21/2018,1,_trackC Studios,_trackC Interactive LLC,1,0,0,universal,Single-player,Casual,0,0,1,0,0-20000,2.09
867390,Chase,8/17/2018,1,Acrylec Studios,Acrylec Studios,1,0,0,universal,Single-player,Action,20,5,1,0,0-20000,0
312200,Chasm,7/30/2018,1,"Bit Kid, Inc.","Bit Kid, Inc.",1,1,1,universal,Single-player,Action,20,485,227,0,20000-50000,15.49
616520,Cheap Golf,11/5/2018,1,Pixeljam,Pixeljam,1,1,1,universal,Single-player,Action,4,48,2,0,0-20000,3.99
715800,Check Your 6!,3/15/2018,1,The Lordz Games Studio,Slitherine Ltd.,1,0,0,universal,Single-player,Strategy,20,15,10,0,0-20000,23.79
917550,Checkmate!,9/7/2018,1,Softwaves Mini,Softwaves Dist.,1,0,0,universal,Single-player,Casual,0,1,2,0,0-20000,1.69
922460,Cheeky Chooks,10/31/2018,1,Trilum Studios,Trilum Studios,1,0,0,universal,Single-player,Casual,13,637,43,0,100000-200000,0
886900,Chef: A Restaurant Tycoon Game,12/6/2018,1,Inner Void,Digital Tribe,1,0,0,universal,Single-player,Simulation,17,140,52,0,0-20000,15.49
799910,Cheitha,3/7/2018,1,Headshot Labs,Headshot Labs,1,0,0,universal,Single-player,Action,0,15,2,0,0-20000,3.99
869440,Cherry in the Sky,12/20/2018,1,The Airship Abstraction,The Airship Abstraction,1,0,0,universal,Single-player,Action,21,3,0,0,0-20000,5.79
762950,Chess Cubed,8/31/2018,1,Default Software LLC,Default Software LLC,1,1,1,universal,Multi-player,Indie,30,7,2,0,0-20000,7.19
618550,Chess of Blades,1/5/2018,1,Argent Games,Argent Games,1,1,1,universal,Single-player,Casual,22,52,2,0,0-20000,19.49
882600,Chess Parallel Esports,7/2/2018,1,Chess Parallel Esports Team,Chess Parallel Esports Team,1,1,0,universal,Single-player,Indie,0,1,1,0,0-20000,3.99
874380,Chess Puzzles,6/20/2018,1,Educational Games,Educational Games,1,1,1,universal,Single-player,Casual,153,7,11,0,0-20000,1.69
984570,Chess Sphere,12/7/2018,1,betamaximus-128,betamaximus-128,1,0,1,universal,Online Multi-Player,Strategy,0,8,1,0,0-20000,0
575340,Chessaria: The Tactical Adventure (Chess),3/8/2018,1,Pixel Wizards,Pixel Wizards,1,1,0,universal,Single-player,Adventure,41,52,13,0,0-20000,15.49
930600,Chessboard Kingdoms,11/16/2018,1,Hashed Egg,Hashed Egg,1,0,0,universal,Single-player,Indie,18,1,0,0,0-20000,3.99
689270,Chessia,9/20/2018,1,Hakki Ozturk,Hakki Ozturk,1,0,1,universal,Single-player,Casual,0,3,3,0,0-20000,5.59
551440,Chiaro and the Elixir of Life,9/14/2018,1,Martov Company,Martov Company,1,0,0,universal,Single-player,Adventure,25,29,4,0,0-20000,23.79
840230,Chicken ~Boiled Egg~,5/18/2018,1,Wolfcrafter321,Wolfcrafter321,1,0,0,universal,Single-player,Casual,8,4,0,0,0-20000,5.79
656380,Chicken Daddy,3/11/2018,1,Sampsonay,Sampsonay,1,0,0,universal,Single-player,Action,6,2,0,0,0-20000,2.09
928680,Chicken in the Darkness,10/29/2018,1,Jaesung Kim,BukGwak,1,0,0,universal,Single-player,Adventure,8,12,0,0,0-20000,2.09
871550,Chicken Rider,7/31/2018,1,Red Dev Studio S.A.,Ultimate Games S.A.,1,1,0,universal,Single-player,Action,0,24,13,0,0-20000,0
910260,Chicken VR,9/1/2018,1,Reuben Lewis,LB Studios,1,0,0,universal,Single-player,Simulation,0,2,2,0,0-20000,2.09
645650,Chickens Madness,2/15/2018,1,Vikong,Vikong,1,0,0,universal,Multi-player,Action,0,6,5,0,0-20000,5.19
957390,Chief's Quest,11/15/2018,1,Great Chief Studio,Great Chief Studio,1,0,0,universal,Single-player,Action,6,3,1,0,0-20000,3.99
996050,Chieftain,12/21/2018,1,Splout Ltd.,Splout Ltd.,1,1,1,universal,Single-player,Indie,0,9,4,0,0-20000,3.99
899620,Chill Out,7/28/2018,1,Umbress Games,Umbress Games,1,0,0,universal,Single-player,Action,6,4,11,0,0-20000,0.79
809830,China VS Roman,3/20/2018,1,happyking,happyking,1,0,0,universal,Single-player,Casual,0,2,1,0,0-20000,0.79
755570,Chinbu's Adventure,1/26/2018,1,Xefier Games Inc.,Xefier Games Inc.,1,1,1,universal,Single-player,Action,24,27,17,0,0-20000,7.19
767200,Chinese Ink Painting Puzzle & Creator / 國畫拼圖創作家,2/14/2018,1,Unico Game Studio,Unico Game Studio,1,0,0,universal,Single-player,Casual,26,16,1,0,0-20000,5.19
762480,Chinese inn,1/11/2018,1,ChaoYe Liu,Happy Home Company,1,0,0,universal,Single-player,Casual,17,30,16,0,0-20000,5.79
760220,Chineze,4/12/2018,1,dimosha_92,dimosha_92,1,0,0,universal,Single-player,Casual,0,2,0,0,0-20000,1.69
899020,Chiptune DJ,8/17/2018,1,Por si las moscas,Por si las moscas,1,0,0,universal,Single-player,Indie,0,2,1,0,0-20000,1.69
989910,Chocolate Factory,12/14/2018,1,Anatoliy Loginovskikh,Zotdinex,1,0,0,universal,Single-player,Adventure,7,8,5,0,0-20000,2.09
790860,Chocolate makes you happy 3,2/6/2018,1,Blender Games,Blender Games,1,0,0,universal,Single-player,Casual,200,12,5,0,0-20000,0.79
815950,Chocolate makes you happy 4,3/14/2018,1,Blender Games,Blender Games,1,0,0,universal,Single-player,Casual,154,13,3,0,0-20000,0.79
844160,Chocolate makes you happy 5,4/24/2018,1,Blender Games,Blender Games,1,0,0,universal,Single-player,Casual,150,7,2,0,0-20000,0.79
864570,Chocolate makes you happy 6,5/30/2018,1,Blender Games,Blender Games,1,0,0,universal,Single-player,Casual,150,6,2,0,0-20000,0.79
892880,Chocolate makes you happy 7,7/13/2018,1,Blender Games,Blender Games,1,0,0,universal,Single-player,Casual,99,8,1,0,0-20000,0.79
941790,Chocolate makes you happy: Halloween,9/27/2018,1,Blender Games,Blender Games,1,0,0,universal,Single-player,Casual,100,9,2,0,0-20000,0.79
983280,Chocolate makes you happy: New Year,11/28/2018,1,Blender Games,Blender Games,1,0,0,universal,Single-player,Casual,100,3,1,0,0-20000,0.79
928830,Choice of Broadsides: HMS Foraker,9/6/2018,1,Choice of Games,Choice of Games,1,1,1,universal,Single-player,Adventure,24,4,1,0,0-20000,3.99
776000,Choice of the Vampire,2/9/2018,1,Choice of Games,Choice of Games,1,1,1,universal,Single-player,Adventure,0,7,4,0,0-20000,3.99
776020,Choice of the Vampire: The Fall of Memphis,2/9/2018,1,Choice of Games,Choice of Games,1,1,1,universal,Single-player,Adventure,18,2,2,0,0-20000,3.99
787170,Choices: The Game,2/1/2018,1,Freestewdios,Freestewdios,1,0,0,universal,Single-player,Casual,1,6,1,0,0-20000,1.69
618750,Choose Wisely,1/12/2018,1,ID Card,ID Card,1,0,0,universal,Single-player,Adventure,15,16,2,0,0-20000,2.89
755920,CHOP,8/31/2018,1,Claws Up Games,Claws Up Games,1,1,1,universal,Single-player,Action,50,10,1,0,0-20000,9.29
974370,Chop is dish,11/28/2018,1,HugePixel,HugePixel,1,0,0,universal,Single-player,Action,15,15,4,0,0-20000,0.79
812580,Chop It,9/17/2018,1,Giant Scam Industries,Giant Scam Industries,1,0,0,universal,Single-player,Casual,0,10,0,0,0-20000,7.19
984080,Christmas Carol,11/19/2018,1,Solid Dev,Libredia,1,0,0,universal,Single-player,Adventure,0,2,6,0,0-20000,7.19
978670,Christmas Clicker: Idle Gift Builder,12/15/2018,1,Autotelic Games LLC,Autotelic Games LLC,1,0,0,universal,Single-player,Casual,0,7,8,0,0-20000,0
979290,Christmas Defence,12/18/2018,1,Umnyasha Games,Umnyasha Games,1,0,0,universal,Single-player,Action,12,2,6,0,0-20000,2.09
929440,Christmas Mahjong,12/3/2018,1,Creobit,8floor,1,0,0,universal,Single-player,Casual,0,2,0,0,0-20000,3.99
929410,Christmas Mahjong 2,12/20/2018,1,Creobit,8floor,1,1,0,universal,Single-player,Casual,0,4,0,0,0-20000,3.99
778450,Christmas Mission,1/17/2018,1,IndieLip,IndieLip,1,0,0,universal,Single-player,Adventure,0,16,42,0,20000-50000,3.99
801890,Christmas Race 2,12/13/2018,1,RewindApp,RewindApp,1,0,0,universal,Single-player,Casual,0,8,4,0,0-20000,0.79
773120,Christmas Santa Troubles,4/24/2018,1,Unknown Indie Devs,Unknown Indie Devs,1,0,0,universal,Single-player,Action,0,0,2,0,0-20000,0.79
765400,Christmas Tale - Visual Novel,1/2/2018,1,morojenoe's empire,morojenoe's empire,1,0,0,universal,Single-player,Adventure,7,2,7,0,0-20000,1.69
929300,Chroma : Sexy Hentai Girls,10/2/2018,1,Playtouch,Playtouch,1,0,0,universal,Single-player,Casual,0,22,6,0,0-20000,0.99
860990,Chroma Shift,10/12/2018,1,DevOrDie Studios,DevOrDie Studios,1,0,0,universal,Single-player,Adventure,37,11,5,0,0-20000,9.29
911640,ChromaSquares,9/14/2018,1,Racing Thought Studios,Racing Thought Studios,1,1,1,universal,Single-player,Casual,20,1,0,0,0-20000,3.99
928800,Chromium Man Clicker,9/28/2018,1,One Click Man,Firehawk Studios,1,0,0,universal,Single-player,Casual,0,0,1,0,0-20000,0.79
952510,Chronicles of Lurra,10/21/2018,1,Jaydon Schumacker,404 Name Not Found Studios,1,0,0,universal,Single-player,Free to Play,0,4,3,0,0-20000,0
837110,Chronicles of Mystery - Secret of the Lost Kingdom,7/13/2018,1,City Interactive S.A.,City Interactive S.A.,1,0,0,universal,Single-player,Adventure,0,0,10,0,0-20000,3.99
837100,Chronicles of Mystery - The Legend of the Sacred Treasure,7/13/2018,1,City Interactive S.A.,City Interactive S.A.,1,0,0,universal,Single-player,Adventure,0,1,9,0,0-20000,3.99
837090,Chronicles of Mystery - The Tree of Life,7/13/2018,1,City Interactive S.A.,City Interactive S.A.,1,0,0,universal,Single-player,Adventure,0,4,1,0,0-20000,3.99
